"","feature","sentiment"
"14941"," ungeteilterem ","1"
"14942"," ungeteilteren ","1"
"14943"," ungeteilterer ","1"
"14944"," ungeteilteres ","1"
"14945"," ungeteiltes ","1"
"14946"," ungeteiltst ","1"
"14947"," ungeteiltste ","1"
"14948"," ungeteiltstem ","1"
"14949"," ungeteiltsten ","1"
"14950"," ungeteiltster ","1"
"14951"," ungeteiltstes ","1"
"33561"," ungetestet ","-1"
"33623"," ungeübt ","-1"
"33624"," ungeübte ","-1"
"33625"," ungeübtem ","-1"
"33626"," ungeübten ","-1"
"33627"," ungeübter ","-1"
"33628"," ungeübtere ","-1"
"33629"," ungeübterem ","-1"
"33630"," ungeübteren ","-1"
"33631"," ungeübterer ","-1"
"33632"," ungeübteres ","-1"
"33633"," ungeübtes ","-1"
"33634"," ungeübtest ","-1"
"33635"," ungeübteste ","-1"
"33636"," ungeübtestem ","-1"
"33637"," ungeübtesten ","-1"
"33638"," ungeübtester ","-1"
"33639"," ungeübtestes ","-1"
"33562"," ungewiss ","-1"
"20707"," ungewissheit ","-1"
"33597"," ungewöhnlich ","-1"
"33563"," ungewohnt ","-1"
"33564"," ungewohnte ","-1"
"33565"," ungewohntem ","-1"
"33566"," ungewohnten ","-1"
"33567"," ungewohnter ","-1"
"33568"," ungewohntere ","-1"
"33569"," ungewohnterem ","-1"
"33570"," ungewohnteren ","-1"
"33571"," ungewohnterer ","-1"
"33572"," ungewohnteres ","-1"
"33573"," ungewohntes ","-1"
"33574"," ungewohntest ","-1"
"33575"," ungewohnteste ","-1"
"33576"," ungewohntestem ","-1"
"33577"," ungewohntesten ","-1"
"33578"," ungewohntester ","-1"
"33579"," ungewohntestes ","-1"
"33580"," ungewollt ","-1"
"33581"," ungewollte ","-1"
"33582"," ungewolltem ","-1"
"33583"," ungewollten ","-1"
"33584"," ungewollter ","-1"
"33585"," ungewolltere ","-1"
"33586"," ungewollterem ","-1"
"33587"," ungewollteren ","-1"
"33588"," ungewollterer ","-1"
"33589"," ungewollteres ","-1"
"33590"," ungewolltes ","-1"
"33591"," ungewolltst ","-1"
"33592"," ungewolltste ","-1"
"33593"," ungewolltstem ","-1"
"33594"," ungewolltsten ","-1"
"33595"," ungewolltster ","-1"
"33596"," ungewolltstes ","-1"
"33598"," ungewürdigt ","-1"
"33599"," ungezogen ","-1"
"33600"," ungezogene ","-1"
"33601"," ungezogenem ","-1"
"33602"," ungezogenen ","-1"
"33603"," ungezogener ","-1"
"33604"," ungezogenere ","-1"
"33605"," ungezogenerem ","-1"
"33606"," ungezogeneren ","-1"
"33607"," ungezogenerer ","-1"
"33608"," ungezogeneres ","-1"
"33609"," ungezogenes ","-1"
"20708"," ungezogenheit ","-1"
"33610"," ungezogenst ","-1"
"33611"," ungezogenste ","-1"
"33612"," ungezogenstem ","-1"
"33613"," ungezogensten ","-1"
"33614"," ungezogenster ","-1"
"33615"," ungezogenstes ","-1"
"33616"," ungezogner ","-1"
"33617"," ungezognere ","-1"
"33618"," ungezognerem ","-1"
"33619"," ungezogneren ","-1"
"33620"," ungezognerer ","-1"
"33621"," ungezogneres ","-1"
"33622"," ungezügelt ","-1"
"14952"," ungezwungen ","1"
"14953"," ungezwungene ","1"
"14954"," ungezwungenem ","1"
"14955"," ungezwungenen ","1"
"14956"," ungezwungener ","1"
"14957"," ungezwungenere ","1"
"14958"," ungezwungenerem ","1"
"14959"," ungezwungeneren ","1"
"14960"," ungezwungenerer ","1"
"14961"," ungezwungeneres ","1"
"14962"," ungezwungenes ","1"
"14963"," ungezwungenst ","1"
"14964"," ungezwungenste ","1"
"14965"," ungezwungenstem ","1"
"14966"," ungezwungensten ","1"
"14967"," ungezwungenster ","1"
"14968"," ungezwungenstes ","1"
"14969"," ungezwungner ","1"
"14970"," ungezwungnere ","1"
"14971"," ungezwungnerem ","1"
"14972"," ungezwungneren ","1"
"14973"," ungezwungnerer ","1"
"14974"," ungezwungneres ","1"
"20709"," unglaube ","-1"
"14975"," unglaubhaft ","1"
"33675"," ungläubig ","-1"
"20716"," ungläubige ","-1"
"14976"," unglaublich ","1"
"1730"," unglaubliche ","1"
"14977"," unglaublichem ","1"
"14978"," unglaublichen ","1"
"14979"," unglaublicher ","1"
"14980"," unglaublichere ","1"
"14981"," unglaublicherem ","1"
"14982"," unglaublicheren ","1"
"14983"," unglaublicherer ","1"
"14984"," unglaublicheres ","1"
"14985"," unglaubliches ","1"
"14986"," unglaublichst ","1"
"14987"," unglaublichste ","1"
"14988"," unglaublichstem ","1"
"14989"," unglaublichsten ","1"
"14990"," unglaublichster ","1"
"14991"," unglaublichstes ","1"
"33640"," unglaubwürdig ","-1"
"33641"," unglaubwürdige ","-1"
"33642"," unglaubwürdigem ","-1"
"33643"," unglaubwürdigen ","-1"
"33644"," unglaubwürdiger ","-1"
"33645"," unglaubwürdigere ","-1"
"33646"," unglaubwürdigerem ","-1"
"33647"," unglaubwürdigeren ","-1"
"33648"," unglaubwürdigerer ","-1"
"33649"," unglaubwürdigeres ","-1"
"33650"," unglaubwürdiges ","-1"
"20710"," unglaubwürdigkeit ","-1"
"33651"," unglaubwürdigst ","-1"
"33652"," unglaubwürdigste ","-1"
"33653"," unglaubwürdigstem ","-1"
"33654"," unglaubwürdigsten ","-1"
"33655"," unglaubwürdigster ","-1"
"33656"," unglaubwürdigstes ","-1"
"33657"," ungleich ","-1"
"33658"," ungleiche ","-1"
"33659"," ungleichem ","-1"
"33660"," ungleichen ","-1"
"33661"," ungleicher ","-1"
"33662"," ungleichere ","-1"
"33663"," ungleicherem ","-1"
"33664"," ungleicheren ","-1"
"33665"," ungleicherer ","-1"
"33666"," ungleicheres ","-1"
"33667"," ungleiches ","-1"
"33668"," ungleichförmig ","-1"
"20711"," ungleichheit ","-1"
"20712"," ungleichheiten ","-1"
"20713"," ungleichmäßigkeit ","-1"
"20714"," ungleichmäßigkeiten ","-1"
"33669"," ungleichst ","-1"
"33670"," ungleichste ","-1"
"33671"," ungleichstem ","-1"
"33672"," ungleichsten ","-1"
"33673"," ungleichster ","-1"
"33674"," ungleichstes ","-1"
"20715"," ungleichung ","-1"
"20717"," unglück ","-1"
"20718"," unglücke ","-1"
"20719"," unglücken ","-1"
"20720"," unglückes ","-1"
"33676"," unglücklich ","-1"
"33677"," unglückliche ","-1"
"33678"," unglücklichem ","-1"
"33679"," unglücklichen ","-1"
"33680"," unglücklicher ","-1"
"33681"," unglücklichere ","-1"
"33682"," unglücklicherem ","-1"
"33683"," unglücklicheren ","-1"
"33684"," unglücklicherer ","-1"
"33685"," unglücklicheres ","-1"
"33686"," unglücklicherweise ","-1"
"33687"," unglückliches ","-1"
"33688"," unglücklichst ","-1"
"33689"," unglücklichste ","-1"
"33690"," unglücklichstem ","-1"
"33691"," unglücklichsten ","-1"
"33692"," unglücklichster ","-1"
"33693"," unglücklichstes ","-1"
"20721"," unglücks ","-1"
"33694"," unglückselig ","-1"
"33697"," ungültig ","-1"
"33698"," ungültige ","-1"
"33699"," ungültigem ","-1"
"33700"," ungültigen ","-1"
"33701"," ungültiger ","-1"
"33702"," ungültigere ","-1"
"33703"," ungültigerem ","-1"
"33704"," ungültigeren ","-1"
"33705"," ungültigerer ","-1"
"33706"," ungültigeres ","-1"
"33707"," ungültiges ","-1"
"33708"," ungültigst ","-1"
"33709"," ungültigste ","-1"
"33710"," ungültigstem ","-1"
"33711"," ungültigsten ","-1"
"33712"," ungültigster ","-1"
"33713"," ungültigstes ","-1"
"20722"," ungunst ","-1"
"33714"," ungünstig ","-1"
"33715"," ungünstige ","-1"
"33716"," ungünstigem ","-1"
"33717"," ungünstigen ","-1"
"33718"," ungünstiger ","-1"
"33719"," ungünstigere ","-1"
"33720"," ungünstigerem ","-1"
"33721"," ungünstigeren ","-1"
"33722"," ungünstigerer ","-1"
"33723"," ungünstigeres ","-1"
"33724"," ungünstiges ","-1"
"33725"," ungünstigst ","-1"
"33726"," ungünstigste ","-1"
"33727"," ungünstigstem ","-1"
"33728"," ungünstigsten ","-1"
"33729"," ungünstigster ","-1"
"33730"," ungünstigstes ","-1"
"33695"," ungut ","-1"
"33696"," ungutes ","-1"
"33731"," unhaltbar ","-1"
"20723"," unhaltbarkeit ","-1"
"33732"," unhandlich ","-1"
"33733"," unheilbar ","-1"
"20724"," unheilbarkeit ","-1"
"33734"," unheilvoll ","-1"
"33735"," unheilvolle ","-1"
"33736"," unheilvollem ","-1"
"33737"," unheilvollen ","-1"
"33738"," unheilvoller ","-1"
"33739"," unheilvollere ","-1"
"33740"," unheilvollerem ","-1"
"33741"," unheilvolleren ","-1"
"33742"," unheilvollerer ","-1"
"33743"," unheilvolleres ","-1"
"33744"," unheilvolles ","-1"
"33745"," unheilvollst ","-1"
"33746"," unheilvollste ","-1"
"33747"," unheilvollstem ","-1"
"33748"," unheilvollsten ","-1"
"33749"," unheilvollster ","-1"
"33750"," unheilvollstes ","-1"
"33751"," unheimlich ","-1"
"33752"," unhöflich ","-1"
"33753"," unhöfliche ","-1"
"33754"," unhöflichem ","-1"
"33755"," unhöflichen ","-1"
"33756"," unhöflicher ","-1"
"33757"," unhöflichere ","-1"
"33758"," unhöflicherem ","-1"
"33759"," unhöflicheren ","-1"
"33760"," unhöflicherer ","-1"
"33761"," unhöflicheres ","-1"
"33762"," unhöfliches ","-1"
"20725"," unhöflichkeit ","-1"
"20726"," unhöflichkeiten ","-1"
"33763"," unhöflichst ","-1"
"33764"," unhöflichste ","-1"
"33765"," unhöflichstem ","-1"
"33766"," unhöflichsten ","-1"
"33767"," unhöflichster ","-1"
"33768"," unhöflichstes ","-1"
"33769"," uninformiert ","-1"
"33770"," uninformierte ","-1"
"33771"," uninformiertem ","-1"
"33772"," uninformierten ","-1"
"33773"," uninformierter ","-1"
"33774"," uninformiertere ","-1"
"33775"," uninformierterem ","-1"
"33776"," uninformierteren ","-1"
"33777"," uninformierterer ","-1"
"33778"," uninformierteres ","-1"
"33779"," uninformiertes ","-1"
"33780"," uninformiertst ","-1"
"33781"," uninformiertste ","-1"
"33782"," uninformiertstem ","-1"
"33783"," uninformiertsten ","-1"
"33784"," uninformiertster ","-1"
"33785"," uninformiertstes ","-1"
"33786"," unipolar ","-1"
"14992"," universell ","1"
"14993"," universelle ","1"
"14994"," universellem ","1"
"14995"," universellen ","1"
"14996"," universeller ","1"
"14997"," universellere ","1"
"14998"," universellerem ","1"
"14999"," universelleren ","1"
"15000"," universellerer ","1"
"15001"," universelleres ","1"
"15002"," universelles ","1"
"15003"," universellst ","1"
"15004"," universellste ","1"
"15005"," universellstem ","1"
"15006"," universellsten ","1"
"15007"," universellster ","1"
"15008"," universellstes ","1"
"33787"," unkeusch ","-1"
"33788"," unklar ","-1"
"33789"," unklare ","-1"
"33790"," unklarem ","-1"
"33791"," unklaren ","-1"
"33792"," unklarer ","-1"
"33793"," unklarere ","-1"
"33794"," unklarerem ","-1"
"33795"," unklareren ","-1"
"33796"," unklarerer ","-1"
"33797"," unklareres ","-1"
"33798"," unklares ","-1"
"20727"," unklarheit ","-1"
"20728"," unklarheiten ","-1"
"33799"," unklarst ","-1"
"33800"," unklarste ","-1"
"33801"," unklarstem ","-1"
"33802"," unklarsten ","-1"
"33803"," unklarster ","-1"
"33804"," unklarstes ","-1"
"33805"," unklug ","-1"
"33806"," unkluge ","-1"
"33807"," unklugem ","-1"
"33808"," unklugen ","-1"
"33809"," unkluger ","-1"
"33810"," unklugere ","-1"
"33811"," unklugerem ","-1"
"33812"," unklugeren ","-1"
"33813"," unklugerer ","-1"
"33814"," unklugeres ","-1"
"33815"," unkluges ","-1"
"20729"," unklugheit ","-1"
"33816"," unklugst ","-1"
"33817"," unklugste ","-1"
"33818"," unklugstem ","-1"
"33819"," unklugsten ","-1"
"33820"," unklugster ","-1"
"33821"," unklugstes ","-1"
"15009"," unkompliziert ","1"
"15010"," unkomplizierte ","1"
"15011"," unkompliziertem ","1"
"15012"," unkomplizierten ","1"
"15013"," unkomplizierter ","1"
"15014"," unkompliziertere ","1"
"15015"," unkomplizierterem ","1"
"15016"," unkomplizierteren ","1"
"15017"," unkomplizierterer ","1"
"15018"," unkomplizierteres ","1"
"15019"," unkompliziertes ","1"
"15020"," unkompliziertest ","1"
"15021"," unkomplizierteste ","1"
"15022"," unkompliziertestem ","1"
"15023"," unkompliziertesten ","1"
"15024"," unkompliziertester ","1"
"15025"," unkompliziertestes ","1"
"33822"," unkontrollierbar ","-1"
"15026"," unkonventionell ","1"
"33823"," unkonzessioniert ","-1"
"33824"," unkorrekt ","-1"
"33825"," unkorrekte ","-1"
"33826"," unkorrektem ","-1"
"33827"," unkorrekten ","-1"
"33828"," unkorrekter ","-1"
"33829"," unkorrektere ","-1"
"33830"," unkorrekterem ","-1"
"33831"," unkorrekteren ","-1"
"33832"," unkorrekterer ","-1"
"33833"," unkorrekteres ","-1"
"33834"," unkorrektes ","-1"
"33835"," unkorrektest ","-1"
"33836"," unkorrekteste ","-1"
"33837"," unkorrektestem ","-1"
"33838"," unkorrektesten ","-1"
"33839"," unkorrektester ","-1"
"33840"," unkorrektestes ","-1"
"20730"," unkraut ","-1"
"33841"," unkritisch ","-1"
"33842"," unkritische ","-1"
"33843"," unkritischem ","-1"
"33844"," unkritischen ","-1"
"33845"," unkritischer ","-1"
"33846"," unkritischere ","-1"
"33847"," unkritischerem ","-1"
"33848"," unkritischeren ","-1"
"33849"," unkritischerer ","-1"
"33850"," unkritischeres ","-1"
"33851"," unkritisches ","-1"
"33852"," unkritischst ","-1"
"33853"," unkritischste ","-1"
"33854"," unkritischstem ","-1"
"33855"," unkritischsten ","-1"
"33856"," unkritischster ","-1"
"33857"," unkritischstes ","-1"
"33858"," unkündbar ","-1"
"33859"," unlauter ","-1"
"33860"," unlautere ","-1"
"33861"," unlauterem ","-1"
"33862"," unlauteren ","-1"
"33863"," unlauterer ","-1"
"33864"," unlauterere ","-1"
"33865"," unlautererem ","-1"
"33866"," unlautereren ","-1"
"33867"," unlautererer ","-1"
"33868"," unlautereres ","-1"
"33869"," unlauteres ","-1"
"20731"," unlauterkeit ","-1"
"33870"," unlauterst ","-1"
"33871"," unlauterste ","-1"
"33872"," unlauterstem ","-1"
"33873"," unlautersten ","-1"
"33874"," unlauterster ","-1"
"33875"," unlauterstes ","-1"
"33876"," unlautrer ","-1"
"33877"," unlautrere ","-1"
"33878"," unlautrerem ","-1"
"33879"," unlautreren ","-1"
"33880"," unlautrerer ","-1"
"33881"," unlautreres ","-1"
"33882"," unlenksam ","-1"
"33883"," unlieb ","-1"
"33884"," unliebenswürdig ","-1"
"33885"," unliebsam ","-1"
"33886"," unliebsame ","-1"
"33887"," unliebsamem ","-1"
"33888"," unliebsamen ","-1"
"33889"," unliebsamer ","-1"
"33890"," unliebsamere ","-1"
"33891"," unliebsamerem ","-1"
"33892"," unliebsameren ","-1"
"33893"," unliebsamerer ","-1"
"33894"," unliebsameres ","-1"
"33895"," unliebsames ","-1"
"33896"," unliebsamst ","-1"
"33897"," unliebsamste ","-1"
"33898"," unliebsamstem ","-1"
"33899"," unliebsamsten ","-1"
"33900"," unliebsamster ","-1"
"33901"," unliebsamstes ","-1"
"33902"," unlogisch ","-1"
"33903"," unlogische ","-1"
"33904"," unlogischem ","-1"
"33905"," unlogischen ","-1"
"33906"," unlogischer ","-1"
"33907"," unlogischere ","-1"
"33908"," unlogischerem ","-1"
"33909"," unlogischeren ","-1"
"33910"," unlogischerer ","-1"
"33911"," unlogischeres ","-1"
"33912"," unlogisches ","-1"
"33913"," unlogischst ","-1"
"33914"," unlogischste ","-1"
"33915"," unlogischstem ","-1"
"33916"," unlogischsten ","-1"
"33917"," unlogischster ","-1"
"33918"," unlogischstes ","-1"
"33919"," unlösbar ","-1"
"20732"," unlust ","-1"
"33920"," unmenschlich ","-1"
"33921"," unmenschliche ","-1"
"33922"," unmenschlichem ","-1"
"33923"," unmenschlichen ","-1"
"33924"," unmenschlicher ","-1"
"33925"," unmenschlichere ","-1"
"33926"," unmenschlicherem ","-1"
"33927"," unmenschlicheren ","-1"
"33928"," unmenschlicherer ","-1"
"33929"," unmenschlicheres ","-1"
"33930"," unmenschliches ","-1"
"20733"," unmenschlichkeit ","-1"
"20734"," unmenschlichkeiten ","-1"
"33931"," unmenschlichst ","-1"
"33932"," unmenschlichste ","-1"
"33933"," unmenschlichstem ","-1"
"33934"," unmenschlichsten ","-1"
"33935"," unmenschlichster ","-1"
"33936"," unmenschlichstes ","-1"
"33937"," unmerklich ","-1"
"15027"," unmissverständlich ","1"
"15028"," unmittelbar ","1"
"33938"," unmodern ","-1"
"33941"," unmöglich ","-1"
"33942"," unmögliche ","-1"
"33943"," unmöglichem ","-1"
"33944"," unmöglichen ","-1"
"33945"," unmöglicher ","-1"
"33946"," unmöglichere ","-1"
"33947"," unmöglicherem ","-1"
"33948"," unmöglicheren ","-1"
"33949"," unmöglicherer ","-1"
"33950"," unmöglicheres ","-1"
"33951"," unmögliches ","-1"
"33952"," unmöglichst ","-1"
"33953"," unmöglichste ","-1"
"33954"," unmöglichstem ","-1"
"33955"," unmöglichsten ","-1"
"33956"," unmöglichster ","-1"
"33957"," unmöglichstes ","-1"
"20735"," unmoral ","-1"
"33939"," unmoralisch ","-1"
"20736"," unmut ","-1"
"20737"," unmutes ","-1"
"33940"," unmutig ","-1"
"20738"," unmuts ","-1"
"15029"," unnachahmlich ","1"
"33958"," unnachgiebig ","-1"
"20739"," unnachgiebigkeit ","-1"
"33959"," unnatürlich ","-1"
"33960"," unnötig ","-1"
"33961"," unnötige ","-1"
"33962"," unnötigem ","-1"
"33963"," unnötigen ","-1"
"33964"," unnötiger ","-1"
"33965"," unnötigere ","-1"
"33966"," unnötigerem ","-1"
"33967"," unnötigeren ","-1"
"33968"," unnötigerer ","-1"
"33969"," unnötigeres ","-1"
"33970"," unnötiges ","-1"
"33971"," unnötigst ","-1"
"33972"," unnötigste ","-1"
"33973"," unnötigstem ","-1"
"33974"," unnötigsten ","-1"
"33975"," unnötigster ","-1"
"33976"," unnötigstes ","-1"
"33977"," unnütz ","-1"
"33978"," unnütze ","-1"
"33979"," unnützem ","-1"
"33980"," unnützen ","-1"
"33981"," unnützer ","-1"
"33982"," unnützere ","-1"
"33983"," unnützerem ","-1"
"33984"," unnützeren ","-1"
"33985"," unnützerer ","-1"
"33986"," unnützeres ","-1"
"33987"," unnützes ","-1"
"33988"," unnützest ","-1"
"33989"," unnützeste ","-1"
"33990"," unnützestem ","-1"
"33991"," unnützesten ","-1"
"33992"," unnützester ","-1"
"33993"," unnützestes ","-1"
"33994"," unnützlich ","-1"
"33995"," unordentlich ","-1"
"20740"," unordnung ","-1"
"20741"," unordnungen ","-1"
"33996"," unorthodox ","-1"
"15030"," unparteiisch ","1"
"15031"," unparteiische ","1"
"15032"," unparteiischem ","1"
"15033"," unparteiischen ","1"
"15034"," unparteiischer ","1"
"15035"," unparteiischere ","1"
"15036"," unparteiischerem ","1"
"15037"," unparteiischeren ","1"
"15038"," unparteiischerer ","1"
"15039"," unparteiischeres ","1"
"15040"," unparteiisches ","1"
"15041"," unparteiischst ","1"
"15042"," unparteiischste ","1"
"15043"," unparteiischstem ","1"
"15044"," unparteiischsten ","1"
"15045"," unparteiischster ","1"
"15046"," unparteiischstes ","1"
"1731"," unparteilichkeit ","1"
"33997"," unpassend ","-1"
"33998"," unpassende ","-1"
"33999"," unpassendem ","-1"
"34000"," unpassenden ","-1"
"34001"," unpassender ","-1"
"34002"," unpassendere ","-1"
"34003"," unpassenderem ","-1"
"34004"," unpassenderen ","-1"
"34005"," unpassenderer ","-1"
"34006"," unpassenderes ","-1"
"34007"," unpassendes ","-1"
"20742"," unpassendheit ","-1"
"34008"," unpassendst ","-1"
"34009"," unpassendste ","-1"
"34010"," unpassendstem ","-1"
"34011"," unpassendsten ","-1"
"34012"," unpassendster ","-1"
"34013"," unpassendstes ","-1"
"34053"," unpässlich ","-1"
"20743"," unpässlichkeit ","-1"
"34014"," unpersönlich ","-1"
"34015"," unpersönliche ","-1"
"34016"," unpersönlichem ","-1"
"34017"," unpersönlichen ","-1"
"34018"," unpersönlicher ","-1"
"34019"," unpersönlichere ","-1"
"34020"," unpersönlicherem ","-1"
"34021"," unpersönlicheren ","-1"
"34022"," unpersönlicherer ","-1"
"34023"," unpersönlicheres ","-1"
"34024"," unpersönliches ","-1"
"34025"," unpersönlichst ","-1"
"34026"," unpersönlichste ","-1"
"34027"," unpersönlichstem ","-1"
"34028"," unpersönlichsten ","-1"
"34029"," unpersönlichster ","-1"
"34030"," unpersönlichstes ","-1"
"34031"," unplausibel ","-1"
"34032"," unpopulär ","-1"
"34033"," unpopuläre ","-1"
"34034"," unpopulärem ","-1"
"34035"," unpopulären ","-1"
"34036"," unpopulärer ","-1"
"34037"," unpopulärere ","-1"
"34038"," unpopulärerem ","-1"
"34039"," unpopuläreren ","-1"
"34040"," unpopulärerer ","-1"
"34041"," unpopuläreres ","-1"
"34042"," unpopuläres ","-1"
"34043"," unpopulärst ","-1"
"34044"," unpopulärste ","-1"
"34045"," unpopulärstem ","-1"
"34046"," unpopulärsten ","-1"
"34047"," unpopulärster ","-1"
"34048"," unpopulärstes ","-1"
"34049"," unpraktisch ","-1"
"15047"," unprätentiös ","1"
"34051"," unpräzis ","-1"
"34052"," unpräzise ","-1"
"34050"," unprofessionell ","-1"
"34054"," unpünktlich ","-1"
"34055"," unqualifiziert ","-1"
"34056"," unqualifizierte ","-1"
"34057"," unqualifiziertem ","-1"
"34058"," unqualifizierten ","-1"
"34059"," unqualifizierter ","-1"
"34060"," unqualifiziertere ","-1"
"34061"," unqualifizierterem ","-1"
"34062"," unqualifizierteren ","-1"
"34063"," unqualifizierterer ","-1"
"34064"," unqualifizierteres ","-1"
"34065"," unqualifiziertes ","-1"
"34066"," unqualifiziertest ","-1"
"34067"," unqualifizierteste ","-1"
"34068"," unqualifiziertestem ","-1"
"34069"," unqualifiziertesten ","-1"
"34070"," unqualifiziertester ","-1"
"34071"," unqualifiziertestes ","-1"
"20744"," unrast ","-1"
"34072"," unratsam ","-1"
"34073"," unrealistisch ","-1"
"20745"," unrecht ","-1"
"20746"," unrechtes ","-1"
"34074"," unrechtmäßig ","-1"
"20747"," unrechtmäßigkeit ","-1"
"20748"," unrechts ","-1"
"34075"," unredlich ","-1"
